rowid,name
939,南京机电职业技术学院
940,苏州高博软件技术职业学院
941,南京旅游职业学院
942,江苏卫生健康职业学院
943,苏州信息职业技术学院
944,宿迁泽达职业技术学院
945,苏州工业园区服务外包职业学院
946,徐州幼儿师范高等专科学校
947,徐州生物工程职业技术学院
948,江苏商贸职业学院
949,南通师范高等专科学校
950,扬州中瑞酒店职业学院
951,江苏护理职业学院
952,江苏财会职业学院
953,江苏城乡建设职业学院
954,江苏航空职业技术学院
955,江苏安全技术职业学院
956,江苏旅游职业学院
957,浙江大学
958,杭州电子科技大学
959,浙江工业大学
960,浙江理工大学
961,浙江海洋大学
962,浙江农林大学
963,温州医科大学
964,浙江中医药大学
965,浙江师范大学
966,杭州师范大学
967,湖州师范学院
968,绍兴文理学院
969,台州学院
970,温州大学
971,丽水学院
972,浙江工商大学
973,嘉兴学院
974,中国美术学院
975,中国计量大学
976,公安海警学院
977,浙江万里学院
978,浙江科技学院
979,宁波工程学院
980,浙江水利水电学院
981,浙江财经大学
982,浙江警察学院
983,衢州学院
984,宁波大学
985,浙江传媒学院
986,浙江树人学院
987,浙江越秀外国语学院
988,宁波大红鹰学院
989,浙江大学城市学院
990,浙江大学宁波理工学院
991,杭州医学院
992,浙江工业大学之江学院
993,浙江师范大学行知学院
994,宁波大学科学技术学院
995,杭州电子科技大学信息工程学院
996,浙江理工大学科技与艺术学院
997,浙江海洋大学东海科学技术学院
998,浙江农林大学暨阳学院
999,温州医科大学仁济学院
1000,浙江中医药大学滨江学院
1001,杭州师范大学钱江学院
1002,湖州师范学院求真学院
1003,绍兴文理学院元培学院
1004,温州大学瓯江学院
1005,浙江工商大学杭州商学院
1006,嘉兴学院南湖学院
1007,中国计量大学现代科技学院
1008,浙江财经大学东方学院
1009,温州商学院
1010,同济大学浙江学院
1011,上海财经大学浙江学院
1012,浙江外国语学院
1013,浙江音乐学院
1014,宁波诺丁汉大学
1015,温州肯恩大学
1016,宁波职业技术学院
1017,温州职业技术学院
1018,浙江交通职业技术学院
1019,金华职业技术学院
1020,宁波城市职业技术学院
1021,浙江电力职业技术学院
1022,浙江同济科技职业学院
1023,浙江工商职业技术学院
1024,台州职业技术学院
1025,浙江工贸职业技术学院
1026,浙江医药高等专科学校
1027,浙江机电职业技术学院
1028,浙江建设职业技术学院
1029,浙江艺术职业学院
1030,浙江经贸职业技术学院
1031,浙江商业职业技术学院
1032,浙江经济职业技术学院
1033,浙江旅游职业学院
1034,浙江育英职业技术学院
1035,浙江警官职业学院
1036,浙江金融职业学院
1037,浙江工业职业技术学院
1038,杭州职业技术学院
1039,嘉兴职业技术学院
1040,湖州职业技术学院
1041,绍兴职业技术学院
1042,衢州职业技术学院
1043,丽水职业技术学院
1044,浙江东方职业技术学院
1045,义乌工商职业技术学院
1046,浙江纺织服装职业技术学院
1047,杭州科技职业技术学院
1048,浙江长征职业技术学院
1049,嘉兴南洋职业技术学院
1050,浙江广厦建设职业技术学院
1051,杭州万向职业技术学院
1052,浙江邮电职业技术学院
1053,宁波卫生职业技术学院
1054,台州科技职业学院
1055,浙江国际海运职业技术学院
1056,浙江体育职业技术学院
1057,温州科技职业学院
1058,浙江汽车职业技术学院
1059,浙江横店影视职业学院
1060,浙江农业商贸职业学院
1061,浙江特殊教育职业学院
1062,浙江安防职业技术学院
1063,浙江舟山群岛新区旅游与健康职业学院
1064,安徽大学
1065,中国科学技术大学
1066,合肥工业大学
1067,安徽工业大学
1068,安徽理工大学
1069,安徽工程大学
1070,安徽农业大学
1071,安徽医科大学
1072,蚌埠医学院
1073,皖南医学院
1074,安徽中医药大学
1075,安徽师范大学
1076,阜阳师范学院
1077,安庆师范大学
1078,淮北师范大学
1079,黄山学院
1080,皖西学院
1081,滁州学院
1082,安徽财经大学
1083,宿州学院
1084,巢湖学院
1085,淮南师范学院
1086,铜陵学院
1087,安徽建筑大学
1088,安徽科技学院
1089,安徽三联学院
1090,合肥学院
1091,蚌埠学院
1092,池州学院
1093,安徽新华学院
1094,安徽文达信息工程学院
1095,亳州学院
1096,安徽外国语学院
1097,安徽财经大学商学院
1098,安徽大学江淮学院
1099,安徽信息工程学院
1100,安徽工业大学工商学院
1101,安徽建筑大学城市建设学院
1102,安徽农业大学经济技术学院
1103,安徽师范大学皖江学院
1104,安徽医科大学临床医学院
1105,阜阳师范学院信息工程学院
1106,淮北师范大学信息学院
1107,合肥师范学院
1108,河海大学文天学院
1109,安徽职业技术学院
1110,淮北职业技术学院
1111,芜湖职业技术学院
1112,淮南联合大学
1113,安徽商贸职业技术学院
1114,安徽水利水电职业技术学院
1115,阜阳职业技术学院
1116,铜陵职业技术学院
1117,民办万博科技职业学院
1118,安徽警官职业学院
1119,淮南职业技术学院
1120,安徽工业经济职业技术学院
1121,合肥通用职业技术学院
1122,安徽工贸职业技术学院
1123,宿州职业技术学院
1124,六安职业技术学院
1125,安徽电子信息职业技术学院
1126,民办合肥经济技术职业学院
1127,安徽交通职业技术学院
1128,安徽体育运动职业技术学院
1129,安徽中医药高等专科学校
1130,安徽医学高等专科学校
1131,合肥职业技术学院
1132,滁州职业技术学院
1133,池州职业技术学院
1134,宣城职业技术学院
1135,安徽广播影视职业技术学院
1136,民办合肥滨湖职业技术学院
1137,安徽电气工程职业技术学院
1138,安徽冶金科技职业学院
1139,安徽城市管理职业学院
1140,安徽机电职业技术学院
1141,安徽工商职业学院
1142,安徽中澳科技职业学院
1143,阜阳科技职业学院
1144,亳州职业技术学院
1145,安徽国防科技职业学院
1146,安庆职业技术学院
1147,安徽艺术职业学院
1148,马鞍山师范高等专科学校
1149,安徽财贸职业学院
1150,安徽国际商务职业学院
1151,安徽公安职业学院
1152,安徽林业职业技术学院
1153,安徽审计职业学院
1154,安徽新闻出版职业技术学院
1155,安徽邮电职业技术学院
1156,安徽工业职业技术学院
1157,民办合肥财经职业学院
1158,安庆医药高等专科学校
1159,安徽涉外经济职业学院
1160,安徽绿海商务职业学院
1161,合肥共达职业技术学院
1162,蚌埠经济技术职业学院
1163,民办安徽旅游职业学院
1164,徽商职业学院
1165,马鞍山职业技术学院
1166,安徽现代信息工程职业学院
1167,安徽矿业职业技术学院
1168,合肥信息技术职业学院
1169,桐城师范高等专科学校
1170,黄山职业技术学院
1171,滁州城市职业学院
1172,安徽汽车职业技术学院
1173,皖西卫生职业学院
1174,合肥幼儿师范高等专科学校
1175,安徽长江职业学院
1176,安徽扬子职业技术学院
1177,安徽黄梅戏艺术职业学院
1178,安徽粮食工程职业学院
1179,安徽卫生健康职业学院
1180,合肥科技职业学院
1181,皖北卫生职业学院
1182,阜阳幼儿师范高等专科学校
1183,厦门大学
1184,华侨大学
1185,福州大学
1186,福建工程学院
1187,福建农林大学
1188,集美大学
1189,福建医科大学
1190,福建中医药大学
1191,福建师范大学
1192,闽江学院
1193,武夷学院
1194,宁德师范学院
1195,泉州师范学院
1196,闽南师范大学
1197,厦门理工学院
1198,三明学院
1199,龙岩学院
1200,福建商学院
1201,福建警察学院
1202,莆田学院
1203,仰恩大学
1204,厦门医学院
1205,厦门华厦学院
1206,闽南理工学院
1207,福建师范大学闽南科技学院
1208,福建农林大学东方学院
1209,厦门工学院
1210,阳光学院
1211,厦门大学嘉庚学院
1212,福州大学至诚学院
1213,集美大学诚毅学院
1214,福建师范大学协和学院
1215,福州外语外贸学院
1216,福建江夏学院
1217,泉州信息工程学院
1218,福州理工学院
1219,福建农林大学金山学院
1220,福建船政交通职业学院
1221,漳州职业技术学院
1222,闽西职业技术学院
1223,黎明职业大学
1224,福建华南女子职业学院
1225,福州职业技术学院
1226,福建林业职业技术学院
1227,福建信息职业技术学院
1228,福建水利电力职业技术学院
1229,福建电力职业技术学院
1230,厦门海洋职业技术学院
1231,福建农业职业技术学院
1232,福建卫生职业技术学院
1233,泉州医学高等专科学校
1234,福州英华职业学院
1235,泉州纺织服装职业学院
1236,泉州华光职业学院
1237,泉州理工职业学院
1238,福建警官职业学院
1239,闽北职业技术学院
1240,福州黎明职业技术学院
1241,厦门演艺职业学院
1242,厦门华天涉外职业技术学院
1243,福州科技职业技术学院
1244,泉州经贸职业技术学院
1245,福建对外经济贸易职业技术学院
1246,湄洲湾职业技术学院
1247,福建生物工程职业技术学院
1248,福建艺术职业学院
1249,福建幼儿师范高等专科学校
1250,厦门城市职业学院
1251,泉州工艺美术职业学院
1252,三明医学科技职业学院
1253,宁德职业技术学院
1254,福州软件职业技术学院
1255,厦门兴才职业技术学院
1256,厦门软件职业技术学院
1257,福建体育职业技术学院
1258,漳州城市职业学院
1259,厦门南洋职业学院
1260,厦门东海职业技术学院
1261,漳州科技职业学院
1262,漳州理工职业学院
1263,武夷山职业学院
1264,漳州卫生职业学院
1265,泉州海洋职业学院
1266,泉州轻工职业学院
1267,厦门安防科技职业学院
1268,泉州幼儿师范高等专科学校
1269,闽江师范高等专科学校
1270,泉州工程职业技术学院
1271,福州墨尔本理工职业学院
1272,南昌大学
1273,华东交通大学
1274,东华理工大学
1275,南昌航空大学
1276,江西理工大学
1277,景德镇陶瓷大学
1278,江西农业大学
1279,江西中医药大学
1280,赣南医学院
1281,江西师范大学
1282,上饶师范学院
1283,宜春学院
1284,赣南师范大学
1285,井冈山大学
1286,江西财经大学
1287,江西科技学院
1288,景德镇学院
1289,萍乡学院
1290,江西科技师范大学
1291,南昌工程学院
1292,江西警察学院
1293,新余学院
1294,九江学院
1295,江西工程学院
1296,南昌理工学院
1297,江西应用科技学院
1298,江西服装学院
1299,南昌工学院
1300,南昌大学科学技术学院
1301,南昌大学共青学院
1302,华东交通大学理工学院
1303,东华理工大学长江学院
1304,南昌航空大学科技学院
1305,江西理工大学应用科学学院
1306,景德镇陶瓷大学科技艺术学院
1307,江西农业大学南昌商学院
1308,江西中医药大学科技学院
1309,江西师范大学科学技术学院
1310,赣南师范大学科技学院
1311,江西科技师范大学理工学院
1312,江西财经大学现代经济管理学院
1313,豫章师范学院
1314,南昌师范学院
1315,上饶幼儿师范高等专科学校
1316,抚州幼儿师范高等专科学校
1317,江西工业职业技术学院
1318,江西医学高等专科学校
1319,九江职业大学
1320,九江职业技术学院
1321,江西司法警官职业学院
1322,江西陶瓷工艺美术职业技术学院
1323,江西旅游商贸职业学院
1324,江西电力职业技术学院
1325,江西环境工程职业学院
1326,江西艺术职业学院
1327,鹰潭职业技术学院
1328,江西信息应用职业技术学院
1329,江西交通职业技术学院
1330,江西财经职业学院
1331,江西应用技术职业学院
1332,江西现代职业技术学院
1333,江西工业工程职业技术学院
1334,江西机电职业技术学院
1335,江西科技职业学院
1336,南昌职业学院
1337,江西外语外贸职业学院
1338,江西工业贸易职业技术学院
1339,宜春职业技术学院
1340,江西应用工程职业学院
1341,江西生物科技职业学院
1342,江西建设职业技术学院
1343,抚州职业技术学院
1344,江西中医药高等专科学校
1345,江西先锋软件职业技术学院
1346,江西经济管理职业学院
1347,江西制造职业技术学院
1348,江西工程职业学院
1349,江西青年职业学院
1350,上饶职业技术学院
1351,江西航空职业技术学院
1352,江西农业工程职业学院
1353,赣西科技职业学院
1354,江西卫生职业学院
1355,江西新能源科技职业学院
1356,江西枫林涉外经贸职业学院
1357,江西泰豪动漫职业学院
1358,江西冶金职业技术学院
1359,江西管理职业学院
1360,江西传媒职业学院
1361,江西工商职业技术学院
1362,景德镇陶瓷职业技术学院
1363,共青科技职业学院
1364,赣州师范高等专科学校
1365,江西水利职业学院
1366,宜春幼儿师范高等专科学校
1367,吉安职业技术学院
1368,江西洪州职业学院
1369,江西师范高等专科学校
1370,南昌影视传播职业学院
1371,赣南卫生健康职业学院
1372,武汉大学
1373,华中科技大学
1374,武汉科技大学
1375,长江大学
1376,武汉工程大学
1377,中国地质大学（武汉）
1378,武汉纺织大学
1379,武汉轻工大学
1380,武汉理工大学
1381,湖北工业大学
1382,华中农业大学
1383,湖北中医药大学
1384,华中师范大学
1385,湖北大学
1386,湖北师范大学
1387,黄冈师范学院
1388,湖北民族学院
1389,汉江师范学院
1390,湖北文理学院
1391,中南财经政法大学
1392,武汉体育学院
1393,湖北美术学院
1394,中南民族大学
1395,湖北汽车工业学院
1396,湖北工程学院
1397,湖北理工学院
1398,湖北科技学院
1399,湖北医药学院
1400,江汉大学
1401,三峡大学
1402,湖北警官学院
1403,荆楚理工学院
1404,武汉音乐学院
1405,湖北经济学院
1406,武汉商学院
1407,武汉东湖学院
1408,汉口学院
1409,武昌首义学院
1410,武昌理工学院
1411,武汉生物工程学院
1412,武汉晴川学院
1413,湖北大学知行学院
1414,武汉科技大学城市学院
1415,三峡大学科技学院
1416,江汉大学文理学院
1417,湖北工业大学工程技术学院
1418,武汉工程大学邮电与信息工程学院
1419,武汉纺织大学外经贸学院
1420,武昌工学院
1421,武汉工商学院
1422,长江大学工程技术学院
1423,长江大学文理学院
1424,湖北商贸学院
1425,湖北汽车工业学院科技学院
1426,湖北医药学院药护学院
1427,湖北民族学院科技学院
1428,湖北经济学院法商学院
1429,武汉体育学院体育科技学院
1430,湖北师范大学文理学院
1431,湖北文理学院理工学院
1432,湖北工程学院新技术学院
1433,文华学院
1434,武汉学院
1435,武汉工程科技学院
1436,武汉华夏理工学院
1437,武汉传媒学院
1438,武汉设计工程学院
1439,湖北第二师范学院
1440,武汉职业技术学院
1441,黄冈职业技术学院
1442,长江职业学院
1443,荆州理工职业学院
1444,湖北工业职业技术学院
1445,鄂州职业大学
1446,武汉城市职业学院
1447,湖北职业技术学院
1448,武汉船舶职业技术学院
1449,恩施职业技术学院
1450,襄阳职业技术学院
1451,武汉工贸职业学院
1452,荆州职业技术学院
1453,武汉工程职业技术学院
1454,仙桃职业学院
1455,湖北轻工职业技术学院
1456,湖北交通职业技术学院
1457,湖北中医药高等专科学校
1458,武汉航海职业技术学院
1459,武汉铁路职业技术学院
1460,武汉软件工程职业学院
1461,湖北三峡职业技术学院
1462,随州职业技术学院
1463,武汉电力职业技术学院
1464,湖北水利水电职业技术学院
1465,湖北城市建设职业技术学院
1466,武汉警官职业学院
1467,湖北生物科技职业学院
1468,湖北开放职业学院
1469,武汉科技职业学院
1470,武汉外语外事职业学院
1471,武汉信息传播职业技术学院
1472,武昌职业学院
1473,武汉商贸职业学院
1474,湖北艺术职业学院
1475,武汉交通职业学院
1476,咸宁职业技术学院
1477,长江工程职业技术学院
1478,江汉艺术职业学院
1479,武汉工业职业技术学院
1480,武汉民政职业学院
1481,鄂东职业技术学院
1482,湖北财税职业学院
1483,黄冈科技职业学院
1484,湖北国土资源职业学院
1485,湖北生态工程职业技术学院
1486,三峡电力职业学院
1487,湖北科技职业学院
1488,湖北青年职业学院
1489,湖北工程职业学院
1490,三峡旅游职业技术学院
1491,天门职业学院
1492,湖北体育职业学院
1493,襄阳汽车职业技术学院
1494,湖北幼儿师范高等专科学校
1495,湖北铁道运输职业学院
1496,武汉海事职业学院
1497,长江艺术工程职业学院
1498,荆门职业学院
1499,武汉铁路桥梁职业学院
1500,武汉光谷职业学院
1501,湘潭大学
1502,吉首大学
1503,湖南大学
1504,中南大学
1505,湖南科技大学
1506,长沙理工大学
1507,湖南农业大学
1508,中南林业科技大学
1509,湖南中医药大学
1510,湖南师范大学
1511,湖南理工学院
1512,湘南学院
1513,衡阳师范学院
1514,邵阳学院
1515,怀化学院
1516,湖南文理学院
1517,湖南科技学院
1518,湖南人文科技学院
1519,湖南商学院
1520,南华大学
1521,长沙医学院
1522,长沙学院
1523,湖南工程学院
1524,湖南城市学院
1525,湖南工学院
1526,湖南财政经济学院
1527,湖南警察学院
1528,湖南工业大学
1529,湖南女子学院
1530,湖南第一师范学院
1531,湖南医药学院
1532,湖南涉外经济学院
1533,湘潭大学兴湘学院
1534,湖南工业大学科技学院
1535,湖南科技大学潇湘学院
1536,南华大学船山学院
1537,湖南商学院北津学院
1538,湖南师范大学树达学院
1539,湖南农业大学东方科技学院
1540,中南林业科技大学涉外学院
1541,湖南文理学院芙蓉学院
1542,湖南理工学院南湖学院
1543,衡阳师范学院南岳学院
1544,湖南工程学院应用技术学院
1545,湖南中医药大学湘杏学院
1546,吉首大学张家界学院
1547,长沙理工大学城南学院
1548,长沙师范学院
1549,湖南应用技术学院
1550,湖南信息学院
1551,湖南交通工程学院
1552,湘中幼儿师范高等专科学校
1553,长沙民政职业技术学院
1554,湖南工业职业技术学院
1555,株洲师范高等专科学校
1556,湖南信息职业技术学院
1557,湖南税务高等专科学校
1558,湖南冶金职业技术学院
1559,长沙航空职业技术学院
1560,湖南大众传媒职业技术学院
1561,永州职业技术学院
1562,湖南铁道职业技术学院
1563,湖南科技职业学院
1564,湖南生物机电职业技术学院
1565,湖南交通职业技术学院
1566,湖南商务职业技术学院
1567,湖南体育职业学院
1568,湖南工程职业技术学院
1569,保险职业学院
1570,湖南外贸职业学院
1571,湖南网络工程职业学院
1572,邵阳职业技术学院
1573,湖南司法警官职业学院
1574,长沙商贸旅游职业技术学院
1575,湖南环境生物职业技术学院
1576,湖南邮电职业技术学院
1577,湘潭医卫职业技术学院
1578,郴州职业技术学院
1579,娄底职业技术学院
1580,张家界航空工业职业技术学院
1581,长沙环境保护职业技术学院
1582,湖南艺术职业学院
1583,湖南机电职业技术学院
1584,长沙职业技术学院
1585,怀化职业技术学院
1586,岳阳职业技术学院
1587,常德职业技术学院
1588,长沙南方职业学院
1589,潇湘职业学院
1590,湖南化工职业技术学院
1591,湖南城建职业技术学院
1592,湖南石油化工职业技术学院
1593,湖南中医药高等专科学校
1594,湖南民族职业学院
1595,湘西民族职业技术学院
1596,湖南财经工业职业技术学院
1597,益阳职业技术学院
1598,湖南工艺美术职业学院
1599,湖南九嶷职业技术学院
1600,湖南理工职业技术学院
1601,湖南软件职业学院
1602,湖南汽车工程职业学院
1603,长沙电力职业技术学院
1604,湖南水利水电职业技术学院
1605,湖南现代物流职业技术学院
1606,湖南高速铁路职业技术学院
1607,湖南铁路科技职业技术学院
1608,湖南安全技术职业学院
1609,湖南电气职业技术学院
1610,湖南外国语职业学院
1611,益阳医学高等专科学校
1612,湖南都市职业学院
1613,湖南电子科技职业学院
1614,湖南国防工业职业技术学院
1615,湖南高尔夫旅游职业学院
1616,湖南工商职业学院
1617,湖南三一工业职业技术学院
1618,长沙卫生职业学院
1619,湖南食品药品职业学院
1620,湖南有色金属职业技术学院
1621,湖南吉利汽车职业技术学院
1622,湖南幼儿师范高等专科学校
1623,湘南幼儿师范高等专科学校
1624,湖南劳动人事职业学院
1625,中山大学
1626,暨南大学
1627,汕头大学
1628,华南理工大学
1629,华南农业大学
1630,广东海洋大学
1631,广州医科大学
1632,广东医科大学
1633,广州中医药大学
1634,广东药科大学
1635,华南师范大学
1636,韶关学院
1637,惠州学院
1638,韩山师范学院
1639,岭南师范学院
1640,肇庆学院
1641,嘉应学院
1642,广州体育学院
1643,广州美术学院
1644,星海音乐学院
1645,广东技术师范学院
1646,深圳大学
1647,广东财经大学
1648,广东白云学院
1649,广州大学
1650,广州航海学院
1651,广东警官学院
1652,仲恺农业工程学院
1653,五邑大学
1654,广东金融学院
1655,电子科技大学中山学院
1656,广东石油化工学院
1657,东莞理工学院
1658,广东工业大学
1659,广东外语外贸大学
1660,佛山科学技术学院
1661,广东培正学院
1662,南方医科大学
1663,广东东软学院
1664,华南理工大学广州学院
1665,广州大学华软软件学院
1666,中山大学南方学院
1667,广东外语外贸大学南国商学院
1668,广东财经大学华商学院
1669,广东海洋大学寸金学院
1670,华南农业大学珠江学院
1671,广东技术师范学院天河学院
1672,北京师范大学珠海分校
1673,广东工业大学华立学院
1674,广州大学松田学院
1675,广州商学院
1676,北京理工大学珠海学院
1677,吉林大学珠海学院
1678,广州工商学院
1679,广东科技学院
1680,广东理工学院
1681,东莞理工学院城市学院
1682,中山大学新华学院
1683,广东第二师范学院
1684,南方科技大学
1685,北京师范大学-香港浸会大学联合国际学院
1686,香港中文大学（深圳）
1687,深圳北理莫斯科大学
1688,广东以色列理工学院
1689,顺德职业技术学院
1690,广东轻工职业技术学院
1691,广东交通职业技术学院
1692,广东水利电力职业技术学院
1693,潮汕职业技术学院
1694,深圳职业技术学院
1695,广东南华工商职业学院
1696,私立华联学院
1697,广州民航职业技术学院
1698,广州番禺职业技术学院
1699,广东松山职业技术学院
1700,广东农工商职业技术学院
1701,广东新安职业技术学院
1702,佛山职业技术学院
1703,广东科学技术职业学院
1704,广东食品药品职业学院
1705,广州康大职业技术学院
1706,珠海艺术职业学院
1707,广东行政职业学院
1708,广东体育职业技术学院
1709,广东职业技术学院
1710,广东建设职业技术学院
1711,广东女子职业技术学院
1712,广东机电职业技术学院
1713,广东岭南职业技术学院
1714,汕尾职业技术学院
1715,罗定职业技术学院
1716,阳江职业技术学院
1717,河源职业技术学院
1718,广东邮电职业技术学院
1719,汕头职业技术学院
1720,揭阳职业技术学院
1721,深圳信息职业技术学院
1722,清远职业技术学院
1723,广东工贸职业技术学院
1724,广东司法警官职业学院
1725,广东亚视演艺职业学院
1726,广东省外语艺术职业学院
1727,广东文艺职业学院
1728,广州体育职业技术学院
1729,广州工程技术职业学院
1730,中山火炬职业技术学院
1731,江门职业技术学院
1732,茂名职业技术学院
1733,珠海城市职业技术学院
1734,广州涉外经济职业技术学院
1735,广州南洋理工职业学院
1736,广州科技职业技术学院
1737,惠州经济职业技术学院
1738,广东工商职业学院
1739,肇庆医学高等专科学校
1740,广州现代信息工程职业技术学院
1741,广东理工职业学院
1742,广州华南商贸职业学院
1743,广州华立科技职业学院
1744,广州城市职业学院
1745,广东工程职业技术学院
1746,广州铁路职业技术学院
1747,广东科贸职业学院
1748,广州科技贸易职业学院
1749,中山职业技术学院
1750,广州珠江职业技术学院
1751,广州松田职业学院
1752,广东文理职业学院
1753,广州城建职业学院
1754,东莞职业技术学院
1755,广东南方职业学院
1756,广州华商职业学院
1757,广州华夏职业学院
1758,广东环境保护工程职业学院
1759,广东青年职业学院
1760,广州东华职业学院
1761,广东创新科技职业学院
1762,广东舞蹈戏剧职业学院
1763,惠州卫生职业技术学院
1764,广东信息工程职业学院
1765,广东生态工程职业学院
1766,惠州城市职业学院
1767,广东碧桂园职业学院
1768,公安边防部队高等专科学校
1769,广东茂名健康职业学院
1770,广东酒店管理职业技术学院
1771,广东茂名幼儿师范专科学校
1772,广州卫生职业技术学院
1773,惠州工程职业学院
1774,广东江门中医药职业学院
1775,湛江幼儿师范专科学校
1776,广西大学
1777,广西科技大学
1778,桂林电子科技大学
1779,桂林理工大学
1780,广西医科大学
1781,右江民族医学院
1782,广西中医药大学
1783,桂林医学院
1784,广西师范大学
1785,广西师范学院
1786,广西民族师范学院
1787,河池学院
1788,玉林师范学院
1789,广西艺术学院
1790,广西民族大学
1791,百色学院
1792,梧州学院
1793,广西科技师范学院
1794,广西财经学院
1795,南宁学院
1796,钦州学院
1797,桂林航天工业学院
1798,桂林旅游学院
1799,贺州学院
1800,广西警察学院
1801,北海艺术设计学院
1802,广西大学行健文理学院
1803,广西科技大学鹿山学院
